0.419355,0.405632
0.419355,0.418938
0.419355,0.398269
0.435484,0.402403
0.435484,0.391164
0.435484,0.450329
0.435484,0.462473
0.435484,0.421134
0.435484,0.460406
0.435484,0.427593
0.435484,0.428756
0.435484,0.433277
0.435484,0.458339
0.435484,0.469965
0.435484,0.51505
0.435484,0.428498
0.435484,0.371657
0.451613,0.475003
0.451613,0.43121
0.451613,0.441287
0.451613,0.425914
0.451613,0.40124
0.451613,0.500452
0.467742,0.436249
0.467742,0.484304
0.467742,0.439349
0.467742,0.502002
0.467742,0.455884
0.467742,0.487276
0.467742,0.384963
0.467742,0.452396
0.467742,0.45821
0.467742,0.463118
0.467742,0.411446
0.467742,0.45976
0.483871,0.51027
0.483871,0.385738
0.483871,0.490893
0.483871,0.463764
0.483871,0.395556
0.483871,0.476553
0.5,0.485467
0.5,0.503682
0.5,0.481075
0.5,0.491797
0.5,0.496447
0.5,0.483658
0.5,0.526935
0.5,0.518925
0.5,0.477199
0.516129,0.535461
0.516129,0.551738
0.516129,0.541145
0.516129,0.487276
0.516129,0.520475
0.516129,0.450329
0.516129,0.531714
0.516129,0.483917
0.516129,0.557551
0.532258,0.585196
0.532258,0.50872
0.532258,0.541274
0.532258,0.512466
0.532258,0.492572
0.532258,0.538819
0.532258,0.524351
0.532258,0.479008
0.532258,0.538561
0.532258,0.502648
0.548387,0.519959
0.548387,0.523705
0.548387,0.552771
0.548387,0.515954
0.548387,0.53391
0.548387,0.549283
0.548387,0.557163
0.548387,0.545149
0.548387,0.543728
0.564516,0.560651
0.564516,0.548766
0.564516,0.539207
0.564516,0.50084
0.564516,0.563751
0.564516,0.603669
0.564516,0.500711
0.564516,0.547733
0.564516,0.54347
0.564516,0.536882
0.564516,0.584162
0.564516,0.547474
0.580645,0.561426
0.580645,0.540369
0.580645,0.593722
0.580645,0.56879
0.580645,0.603798
0.580645,0.606769
0.596774,0.529131
0.596774,0.577574
0.596774,0.614262
0.596774,0.61762
0.596774,0.54192
0.596774,0.614003
0.596774,0.533394
0.596774,0.537398
0.596774,0.62085
0.596774,0.62563
0.596774,0.625888
0.612903,0.54179
0.612903,0.532102
0.612903,0.614908
0.612903,0.545408
0.612903,0.574215
0.612903,0.619946
0.612903,0.631314
0.612903,0.575507
0.612903,0.632735
0.612903,0.557938
0.612903,0.600827
0.612903,0.60509
0.612903,0.589588
0.612903,0.574215
0.612903,0.588942
0.629032,0.597468
0.629032,0.627567
0.629032,0.625888
0.629032,0.633122
0.629032,0.654954
0.629032,0.637385
0.629032,0.616716
0.629032,0.599793
0.629032,0.610257
0.629032,0.594884
0.629032,0.5861
0.629032,0.650045
0.645161,0.61775
0.645161,0.683891
0.645161,0.583646
0.645161,0.654179
0.645161,0.620721
0.645161,0.643715
0.645161,0.615037
0.645161,0.717478
0.645161,0.574344
0.645161,0.61762
0.645161,0.588554
0.645161,0.681437
0.66129,0.563106
0.66129,0.637385
0.66129,0.657667
0.66129,0.620462
0.66129,0.642165
0.66129,0.666322
0.66129,0.679111
0.66129,0.691642
0.66129,0.645136
0.677419,0.677949
0.677419,0.59721
0.677419,0.614778
0.677419,0.697326
0.677419,0.641261
0.677419,0.649012
0.677419,0.676269
0.677419,0.652112
0.677419,0.651595
0.693548,0.685829
0.693548,0.701072
0.693548,0.673556
0.693548,0.665676
0.693548,0.645524
0.693548,0.692546
0.693548,0.678336
0.693548,0.69991
0.693548,0.684408
0.693548,0.658442
0.693548,0.706498
0.709677,0.693192
0.709677,0.654954
0.709677,0.664126
0.709677,0.678207
0.709677,0.631701
0.709677,0.694742
0.725806,0.707015
0.725806,0.687766
0.725806,0.662059
0.725806,0.664901
0.725806,0.691384
0.725806,0.691513
0.725806,0.728588
0.725806,0.67459
0.725806,0.702493
0.725806,0.668518
0.725806,0.719545
0.725806,0.731947
0.725806,0.6888
0.741935,0.724067
0.741935,0.723421
0.741935,0.747061
0.741935,0.67614
0.741935,0.645136
0.741935,0.728588
0.741935,0.660251
0.741935,0.6857
0.741935,0.699005
0.741935,0.754683
0.741935,0.677303
0.758065,0.745511
0.758065,0.729492
0.758065,0.746415
0.758065,0.769668
0.758065,0.749516
0.758065,0.740344
0.758065,0.724583
0.758065,0.684279
0.774194,0.756362
0.774194,0.731172
0.774194,0.754554
0.774194,0.688671
0.774194,0.724971
0.774194,0.759075
0.790323,0.746544
0.790323,0.811394
0.790323,0.747965
0.806452,0.791629
0.806452,0.770314
0.806452,0.793696
0.806452,0.803643
0.822581,0.765276
0.822581,0.719545
0.822581,0.846273
0.822581,0.81682
0.822581,0.812815
0.822581,0.801705
0.822581,0.827542
0.83871,0.871076
0.83871,0.903372
0.83871,0.822891
0.854839,0.856737
0.854839,0.823149
0.854839,0.815915
0.854839,0.846531
0.870968,0.876889
0.870968,0.84356
0.887097,0.892133
0.887097,0.824441
0.903226,0.856737
0.903226,0.889678
0.903226,0.89252
0.903226,0.89265
0.919355,0.880248
0.919355,0.916548
0.919355,0.892262
0.935484,0.912285
0.951613,0.933213
0.967742,0.94626
0.967742,0.971451
0.967742,1
1,0.904663
1,0.944839
